times,EcellV,ImA,EnergyChargeWh,QChargemAh,EnergyDischargeWh,QDischargemAh,TemperatureC,cycleNumber,Ns
137918.845122873,3.6749771,-14701.819,7.01872324647985,0.0,-0.449966704295842,121.370224902344,24.349531,18,4
137919.845122977,3.6739137,-14707.729,7.01872324647985,0.0,-0.46497308610224,125.454801449653,24.436508,18,4
137920.845123082,3.6729293,-14708.123,7.01872324647985,0.0,-0.479979753307732,129.540550461697,24.381159,18,4
137921.845123186,3.6718266,-14715.413,7.01872324647985,0.0,-0.494986182618054,133.627461675347,24.673721,18,4
137922.84512329,3.6708813,-14717.777,7.01872324647985,0.0,-0.509992824239476,137.715483191732,24.887213,18,4
137923.845123395,3.6697786,-14722.111,7.01872324647985,0.0,-0.524998764596257,141.804541974826,24.879305,18,4
137924.845123499,3.6688728,-14725.264,7.01872324647985,0.0,-0.540005325831603,145.894779472114,24.997913,18,4
137925.845123603,3.6678884,-14732.16,7.01872324647985,0.0,-0.555011770320622,149.986082925347,25.061169,18,4
137926.845123708,3.6669827,-14735.114,7.01872324647985,0.0,-0.57001868660596,154.078525599501,25.401175,18,4
137927.845123812,3.66588,-14736.297,7.01872324647985,0.0,-0.585024893182939,158.17200567003,25.361639,18,4
137928.845123916,3.6649346,-14740.236,7.01872324647985,0.0,-0.600031234672992,162.266578420681,25.47234,18,4
137929.845124021,3.6639502,-14747.329,7.01872324647985,0.0,-0.615037444572103,166.362215386285,25.788622,18,4
137930.845124125,3.6628869,-14748.709,7.01872324647985,0.0,-0.630043357013413,170.458960118815,25.836065,18,4
137931.845124229,3.6620204,-14750.285,7.01872324647985,0.0,-0.645049833597343,174.55682817003,25.843971,18,4
137932.845124333,3.661036,-14757.377,7.01872324647985,0.0,-0.66005645439227,178.655837503798,26.033743,18,4
137933.845124438,3.6600909,-14764.864,7.01872324647985,0.0,-0.675063212158561,182.755942687174,26.136534,18,4
137934.845124542,3.6589487,-14766.637,7.01872324647985,0.0,-0.690069280227871,186.857139359809,26.492357,18,4
137935.845124646,3.6578856,-14769.986,7.01872324647985,0.0,-0.705075191727085,190.959485179037,26.579334,18,4
